"FS","SS","FL1.LOG","FL2.LOG","FL4.LOG"
317,170,482,121,441
360,170,155,514,130
909,829,410,385,316
221,110,493,209,421
346,232,408,129,425
310,90,458,145,422
439,268,243,495,218
384,203,111,432,137
261,121,186,519,171
322,188,145,551,78
621,358,263,620,210
307,142,142,595,202
367,171,178,450,100
740,280,234,604,187
407,257,415,181,403
674,732,288,582,278
175,220,443,407,346
695,456,312,527,265
265,113,396,83,417
797,368,414,625,331
368,230,375,147,525
194,121,132,399,191
189,114,227,337,94
320,159,130,544,111
627,493,554,402,310
498,181,140,361,158
479,221,165,388,147
458,338,303,504,247
328,135,433,120,421
266,119,103,470,151
438,219,256,582,210
376,200,456,196,412
346,130,335,169,417
308,144,451,182,458
267,133,110,542,103
376,228,202,570,211
457,215,214,460,132
396,209,257,531,224
857,436,331,569,269
228,161,156,570,132
258,109,105,447,10
204,168,457,130,382
354,209,146,472,48
650,576,290,552,210
357,138,508,184,429
856,437,323,703,258
461,168,226,508,190
355,101,401,149,408
393,106,450,118,502
289,152,486,115,436
268,236,87,461,83
262,131,397,207,465
267,120,493,154,406
585,338,265,487,196
412,155,144,342,160
561,272,153,493,58
567,485,272,521,240
493,429,222,582,199
496,276,174,469,37
525,213,275,420,132
478,207,200,607,140
489,242,237,588,193
300,163,483,129,407
546,355,220,346,169
252,118,459,189,397
380,126,450,44,452
744,321,283,611,226
462,217,275,576,195
455,263,201,588,75
409,294,416,161,405
540,340,255,438,206
627,393,326,489,203
424,257,190,550,111
545,346,444,570,453
459,202,204,529,161
687,603,248,389,181
199,35,242,363,101
589,422,231,423,190
511,192,136,414,89
375,240,211,535,91
578,486,261,563,115
189,62,144,462,94
276,115,456,178,419
244,95,389,72,481
309,165,224,555,118
765,351,499,598,380
763,595,327,574,277
352,142,492,123,475
197,44,158,348,158
591,359,236,394,209
653,366,272,577,222
526,218,239,568,198
355,136,210,499,119
482,230,200,521,173
301,119,212,539,59
248,73,467,152,388
321,200,104,493,138
405,214,214,513,99
303,175,306,29,459
380,239,470,175,532
822,459,349,752,287
212,120,581,239,361
192,99,406,107,364
352,226,357,532,278
257,101,414,147,412
309,115,418,161,417
487,375,194,454,96
349,208,202,422,110
529,227,274,600,190
234,167,132,580,122
427,253,448,453,318
210,137,343,365,254
256,189,274,565,201
372,134,452,136,421
554,472,328,579,275
345,339,313,488,181
308,142,99,372,163
533,370,258,593,167
494,300,286,562,228
324,134,99,561,149
264,192,437,277,298
343,183,167,473,73
652,392,220,410,114
288,137,169,564,122
745,459,237,590,212
398,219,135,610,138
518,300,256,609,184
563,194,149,460,154
440,175,194,461,52
210,256,419,416,290
574,334,289,448,244
717,602,287,559,254
390,241,173,456,78
437,237,234,529,177
216,54,385,140,492
289,103,477,207,467
275,183,197,338,130
721,352,277,475,239
430,255,402,182,424
405,184,171,412,83
423,122,268,528,225
491,198,189,548,159
257,208,133,600,157
408,201,199,499,171
505,215,197,408,150
533,259,204,546,175
447,250,151,589,58
591,675,339,471,217
333,160,373,139,393
410,239,258,579,204
361,122,232,536,165
313,223,553,202,497
294,205,93,405,120
463,276,126,553,127
323,92,487,122,469
476,293,206,469,143
535,235,255,599,204
466,163,251,421,161
349,184,200,429,133
228,191,484,338,475
741,413,320,581,259
288,119,103,519,73
399,148,178,455,72
254,117,210,500,74
527,259,306,561,212
422,365,132,493,153
376,222,388,156,387
479,217,327,623,250
402,343,176,526,110
490,276,207,435,153
362,160,620,305,463
765,581,289,515,253
734,357,236,559,114
300,94,425,194,470
415,203,173,561,29
510,273,237,638,205
581,430,218,596,178
254,182,385,45,457
738,734,328,622,278
541,545,312,454,268
476,221,539,283,490
658,354,223,586,133
283,184,66,598,129
594,460,276,603,257
344,392,176,590,73
508,359,253,350,168
330,173,401,267,465
204,101,463,185,452
308,278,125,498,130
580,636,293,748,209
574,511,255,479,162
318,91,465,129,405
609,404,267,668,256
484,205,140,485,127
675,464,252,355,155
206,117,63,540,116
403,161,528,197,441
561,334,143,492,179
443,370,275,551,217
247,67,432,102,474
240,196,184,593,98
223,142,485,84,420
316,116,424,115,435
400,321,353,174,435
244,82,133,467,128
280,222,448,318,308
281,110,125,468,91
266,201,130,387,108
298,103,450,134,412
348,177,359,120,529
413,130,516,177,411
