"FS","SS","FL1.LOG","FL2.LOG","FL4.LOG"
351,274,230,306,369
453,169,213,589,478
510,241,117,540,158
315,104,79,543,143
380,104,181,417,134
454,156,111,417,201
425,118,345,308,383
471,205,180,537,261
695,191,216,407,162
630,243,102,552,232
442,403,345,308,486
724,289,217,524,376
578,313,158,511,187
539,143,94,526,198
625,207,133,485,128
403,63,413,338,768
334,218,370,524,538
497,115,121,362,179
432,68,415,10,728
700,385,496,419,792
306,49,91,117,89
670,175,206,578,463
346,59,61,409,193
455,221,134,567,379
604,148,189,443,327
555,108,194,362,222
334,124,171,62,253
428,60,86,396,250
664,221,201,577,393
422,155,461,467,785
697,300,163,550,72
750,439,264,414,408
671,224,198,613,345
615,402,250,499,226
497,245,129,599,309
740,191,220,519,272
623,307,95,505,263
375,439,359,536,473
595,116,151,447,212
561,212,128,538,200
373,247,206,313,239
280,219,363,496,532
290,68,68,110,206
473,118,113,403,134
794,257,171,537,355
531,214,128,547,241
597,373,221,568,321
724,806,429,538,568
619,178,179,383,212
780,400,215,589,280
456,260,316,351,449
853,258,211,631,363
427,112,642,560,805
572,105,175,567,53
314,202,264,246,396
374,173,220,625,77
828,300,225,562,336
320,318,516,667,676
467,89,24,425,171
363,60,59,398,201
292,91,127,473,55
810,378,217,513,247
597,198,102,457,181
304,185,454,415,575
449,417,511,549,739
493,241,211,584,353
446,84,508,446,754
873,297,180,649,302
437,146,181,406,220
676,224,225,559,290
498,104,495,406,686
708,325,133,600,383
310,57,113,456,187
654,225,204,633,209
565,371,214,540,340
608,231,113,614,314
487,101,127,385,264
593,340,185,658,419
930,215,192,561,273
472,159,141,517,199
527,94,464,133,718
628,230,187,582,327
503,146,459,333,725
265,178,434,358,602
548,146,459,401,666
513,194,160,421,161
646,285,198,564,248
282,55,120,381,178
631,244,163,546,212
430,99,144,413,149
301,133,408,343,590
491,161,148,492,185
326,36,94,340,215
652,215,151,426,273
382,61,350,223,731
567,120,115,463,209
902,241,164,554,272
959,306,227,552,350
999,333,249,634,321
788,442,264,595,305
508,163,471,387,641
590,183,109,415,262
681,300,206,631,372
298,118,177,494,173
301,32,63,434,148
547,309,182,626,310
600,168,593,527,791
611,110,111,477,151
575,176,203,346,26
651,257,280,694,365
923,303,506,530,846
416,110,594,519,841
390,79,146,438,81
440,265,295,246,333
430,82,102,444,215
534,147,173,567,158
665,178,160,526,210
471,87,113,527,81
590,79,103,311,155
609,151,161,504,151
361,269,344,313,515
420,87,460,352,803
603,234,193,557,280
388,98,90,351,89
473,158,189,559,291
410,361,402,469,527
349,47,81,351,172
477,182,116,475,160
308,256,335,347,419
310,58,519,283,689
678,219,193,524,236
727,692,487,584,592
562,245,159,416,190
596,300,186,640,404
463,110,486,374,680
717,236,209,451,238
758,195,201,626,309
620,314,201,525,190
291,72,95,499,152
670,159,138,577,344
898,388,180,562,200
395,229,272,268,360
644,280,214,492,310
674,221,238,520,233
782,169,190,538,193
609,200,176,549,255
281,105,475,509,728
534,185,155,511,123
410,110,472,338,818
662,269,221,500,335
428,113,164,465,250
958,350,255,628,306
788,224,144,621,383
435,74,88,473,118
496,182,193,175,171
627,283,131,515,262
519,100,75,493,149
663,272,255,479,342
623,119,532,577,778
634,339,498,535,485
422,92,146,438,196
284,123,330,275,541
400,97,340,396,672
507,174,588,587,767
731,193,138,442,209
465,142,45,523,123
670,336,281,563,493
390,71,379,535,748
555,124,145,518,146
378,173,94,552,276
532,161,141,584,166
660,71,80,559,216
465,197,142,446,205
561,194,189,508,310
342,51,46,287,115
480,77,30,393,160
269,231,384,438,570
474,192,168,481,186
597,255,146,452,208
471,75,540,430,732
710,153,198,324,276
285,187,257,522,446
364,179,131,373,178
450,122,487,378,805
481,151,529,385,818
421,121,152,578,261
726,211,212,398,276
599,99,154,378,226
436,75,451,189,687
617,129,592,519,687
503,301,227,605,347
970,342,236,508,165
303,221,326,479,540
443,69,125,420,103
661,165,142,580,293
491,172,158,501,282
414,161,445,626,504
440,128,637,583,798
717,264,195,543,301
433,59,111,451,230
601,116,52,508,265
328,84,233,303,295
675,963,238,271,421
978,286,249,618,454
474,105,593,503,729
337,65,417,300,692
399,67,416,213,690
541,309,181,613,348
550,139,22,614,141
805,280,231,508,261
543,140,530,543,674
289,148,192,508,279
579,127,170,491,210
316,104,130,454,155
440,163,188,543,423
626,126,111,522,178
512,158,128,421,208
469,97,495,313,742
684,283,205,594,433
469,114,147,456,115
723,179,201,442,257
503,306,495,429,714
780,223,206,545,269
490,238,195,597,410
548,86,119,380,273
435,88,120,469,174
655,376,151,604,311
420,92,487,547,876
777,255,185,565,284
560,537,361,482,516
286,60,57,457,202
659,521,232,518,328
444,168,376,383,511
376,122,131,462,124
829,677,505,541,690
387,217,439,433,602
480,96,86,422,254
472,124,86,536,174
325,264,303,318,448
382,139,115,457,247
339,135,186,412,209
538,564,372,347,487
602,274,247,529,288
755,255,200,582,442
294,187,459,255,592
556,98,560,298,640
628,311,214,583,371
377,90,97,467,206
838,330,199,592,453
419,63,492,131,717
479,155,82,497,28
652,184,171,485,238
580,174,144,492,193
497,107,59,502,186
288,95,159,507,292
800,202,219,507,255
301,93,198,337,215
317,112,187,507,257
695,174,129,389,201
486,208,189,414,277
303,228,364,312,535
603,205,154,550,332
664,281,216,580,442
988,449,300,662,369
302,193,264,548,422
311,185,369,430,544
310,250,252,173,264
585,151,184,482,220
376,101,450,396,697
741,214,193,544,326
568,280,169,532,306
708,301,215,433,284
370,56,44,406,213
338,60,114,436,174
305,32,39,498,198
578,126,162,586,343
284,48,81,323,199
609,175,63,475,158
616,150,148,508,328
707,256,200,525,271
311,177,165,449,63
286,136,398,581,511
282,140,116,529,285
621,197,181,516,131
622,181,112,473,216
312,214,221,400,253
490,145,575,618,838
476,134,189,449,132
548,209,182,465,224
321,148,80,386,185
623,178,173,662,481
752,159,188,403,198
326,142,175,479,227
329,136,389,431,426
488,94,248,420,275
359,282,409,491,550
981,560,254,618,366
305,173,280,384,362
