"FS","SS","FL1.LOG","FL2.LOG","FL4.LOG"
420,89,449,274,646
418,49,598,212,708
423,74,551,60,771
414,61,90,554,231
317,92,335,275,492
855,212,259,438,299
827,262,257,571,325
551,148,313,589,541
507,109,645,353,784
733,167,185,516,244
409,137,299,351,469
707,163,539,240,847
759,158,199,370,232
983,257,225,506,297
437,83,528,285,815
1002,423,304,661,487
427,65,470,196,796
883,331,264,520,397
514,112,540,127,740
385,162,319,298,408
945,152,213,546,287
940,196,177,385,242
379,66,495,105,722
405,54,533,15,682
552,90,572,87,757
852,197,223,508,314
988,326,273,603,263
480,220,256,544,326
446,84,473,312,775
958,232,286,400,176
903,251,264,479,374
987,217,199,475,195
936,266,273,478,175
825,196,243,470,447
478,75,536,159,729
540,81,536,48,704
676,173,402,361,562
371,69,147,433,106
383,73,656,127,758
481,101,562,248,831
297,166,345,352,508
478,113,584,132,712
459,79,571,59,660
414,98,620,325,717
478,94,497,165,836
392,132,508,251,738
393,239,349,358,483
932,193,224,548,250
403,66,575,129,740
1014,222,235,498,309
465,124,592,290,769
444,72,205,601,166
740,177,216,475,316
864,203,205,459,278
951,306,260,479,243
899,282,253,402,297
437,181,211,437,299
377,56,37,580,128
943,381,300,587,457
391,157,310,269,477
817,279,220,349,282
561,93,643,115,723
447,67,412,171,624
773,142,157,572,89
889,287,231,450,277
990,246,262,562,277
603,308,456,320,693
852,316,248,383,132
952,178,181,500,283
869,195,220,433,304
979,483,310,561,443
468,74,131,565,266
495,79,610,47,689
389,197,346,490,326
867,210,240,528,263
995,273,295,437,294
410,83,486,187,687
376,262,424,201,303
923,262,219,303,197
463,96,106,575,212
1021,305,326,552,504
461,85,584,164,702
745,234,188,570,304
798,350,257,379,207
834,236,267,413,309
735,183,223,463,193
443,89,621,91,742
554,308,406,331,595
329,51,79,294,131
464,190,376,278,504
783,194,159,710,296
515,64,100,566,206
892,246,259,503,348
376,59,198,466,318
858,269,269,433,283
958,256,216,461,345
445,191,356,400,532
497,81,684,216,781
484,79,503,44,730
824,236,282,530,334
961,267,284,506,387
471,95,481,119,711
981,317,244,556,366
482,91,478,98,759
518,82,511,77,755
458,73,517,117,703
482,371,461,398,686
739,252,249,550,423
462,76,514,130,673
393,91,324,205,478
448,80,588,8,723
456,91,403,171,579
430,69,547,234,662
499,60,457,162,711
960,297,297,467,291
470,117,489,206,832
847,206,223,550,228
725,343,399,514,563
932,264,260,603,324
315,222,348,413,498
521,73,134,488,202
549,156,221,460,293
375,211,357,384,531
559,124,210,634,391
929,390,266,578,338
440,77,590,175,770
