"FS","SS","FL1.LOG","FL2.LOG","FL4.LOG"
308,57,416,43,333
360,175,342,131,433
398,344,204,468,220
682,341,275,587,265
388,206,369,91,498
466,264,231,570,266
560,402,334,185,282
718,576,329,32,409
508,232,212,485,208
693,412,315,32,174
409,277,208,440,245
306,91,262,37,385
484,220,603,131,446
424,266,180,510,148
519,389,357,243,283
286,92,455,287,472
692,374,324,617,374
487,378,428,212,361
495,185,122,447,73
290,94,203,249,134
363,111,459,117,401
416,190,508,134,527
352,191,377,61,475
355,131,587,289,443
556,414,277,225,235
294,72,523,42,465
296,134,345,149,447
526,215,137,375,145
269,168,130,189,116
340,110,507,88,428
420,166,2,448,218
319,105,375,175,422
324,111,404,124,409
492,238,157,536,178
313,137,107,387,226
673,481,253,513,199
353,144,368,364,442
516,573,509,304,488
290,82,444,26,368
462,255,187,489,202
403,141,60,6,211
265,109,29,373,181
506,210,252,437,303
272,115,248,107,335
278,52,428,22,372
342,106,123,397,14
473,249,552,200,465
488,207,32,309,48
867,792,375,603,345
292,90,65,140,219
305,139,8,289,206
838,381,263,623,252
499,315,272,584,292
657,418,498,142,156
272,75,380,55,388
458,253,184,456,302
412,123,180,494,229
437,217,227,545,180
530,311,323,596,258
329,124,66,97,406
366,125,538,19,339
375,139,84,392,256
597,511,223,529,141
558,442,307,560,370
352,180,125,462,221
576,295,193,389,158
384,149,520,75,374
270,139,443,10,488
256,53,421,97,499
359,113,307,98,100
558,374,233,609,118
589,381,125,188,307
895,799,369,720,288
417,193,505,159,444
987,764,401,712,340
632,611,369,288,116
305,112,282,69,335
334,122,554,65,401
556,520,184,630,252
762,295,135,484,272
435,249,6,469,88
392,188,406,340,515
390,222,202,454,262
742,502,259,544,250
429,148,538,111,366
326,99,333,80,359
301,154,417,18,454
394,131,402,128,380
630,236,174,393,85
389,389,334,209,262
324,175,442,96,455
355,169,259,9,317
352,105,176,311,197
390,368,61,428,56
286,97,121,324,237
303,117,444,401,416
669,261,138,501,241
353,151,357,5,364
353,106,415,12,406
364,202,233,355,85
401,177,363,75,311
345,92,317,262,437
367,84,445,140,436
485,205,28,473,120
445,214,275,54,299
421,255,20,454,120
457,261,244,568,36
728,236,81,543,65
338,151,493,11,399
744,389,285,586,146
772,311,245,454,279
327,113,117,269,75
538,292,245,551,258
427,97,449,90,466
562,235,180,456,135
272,75,195,282,164
506,265,489,50,414
479,118,416,136,446
605,266,266,573,44
293,122,436,72,385
498,404,292,51,333
340,225,53,392,87
424,341,329,263,290
407,154,446,165,453
343,115,404,51,408
362,127,503,111,289
342,159,230,471,266
305,129,202,50,304
302,125,400,147,419
442,174,518,53,384
530,426,193,517,141
340,147,419,10,418
664,696,542,445,482
430,211,138,47,445
363,159,322,38,351
413,199,207,484,280
1002,691,387,702,394
556,355,240,500,302
749,195,492,43,488
536,302,189,463,212
294,159,104,413,173
430,200,245,553,178
777,408,246,591,192
383,93,446,19,387
406,195,162,5,132
459,320,257,580,274
593,292,296,3,158
556,186,322,85,344
613,256,90,477,174
343,130,80,100,252
405,117,172,431,226
555,176,182,497,83
516,305,200,154,87
385,127,409,153,543
355,134,304,246,363
754,462,277,194,270
330,248,99,509,208
571,395,186,163,227
285,100,11,338,177
451,221,68,502,44
436,259,151,446,274
331,132,176,327,169
522,612,449,227,419
720,438,326,510,312
243,69,341,212,362
789,283,116,455,189
274,112,261,36,241
341,196,4,380,225
405,196,100,399,244
555,171,536,81,471
780,289,428,99,435
567,316,213,355,67
309,136,350,78,482
310,152,455,115,428
306,127,253,39,414
581,301,113,352,113
355,149,310,69,392
312,104,519,185,441
584,258,299,499,132
258,184,321,271,123
398,291,321,624,330
310,120,144,329,144
285,112,302,112,348
305,109,441,75,384
380,141,210,153,395
330,250,266,480,142
558,335,439,335,453
490,420,148,502,246
318,97,470,44,376
665,413,97,188,198
316,131,61,271,105
337,93,433,71,445
558,230,182,461,167
305,183,17,458,4
259,117,103,365,220
486,184,91,467,192
488,395,125,455,8
621,599,46,102,222
371,130,507,71,436
368,239,118,466,10
495,433,334,629,353
532,321,433,375,387
515,324,287,575,181
307,95,263,2,431
477,206,251,460,256
516,185,231,483,118
391,264,191,380,215
340,127,502,167,538
282,101,221,49,372
401,232,125,469,333
333,103,465,41,474
782,389,510,163,459
384,198,448,5,414
489,329,190,399,270
558,540,394,648,352
754,440,474,131,415
340,176,212,484,208
338,189,367,137,347
542,179,161,454,81
295,93,414,96,224
544,464,303,22,274
283,167,114,404,215
532,265,77,326,106
310,199,513,168,413
299,137,142,489,175
680,556,343,747,268
334,212,422,211,474
248,161,512,248,504
401,256,194,277,253
484,142,409,300,444
539,143,242,560,171
731,314,86,518,153
369,131,198,463,149
253,166,266,504,234
286,152,129,335,167
848,335,176,168,179
460,286,205,449,256
370,129,491,182,455
383,158,485,108,431
485,205,233,419,230
507,182,242,502,95
448,216,234,601,333
810,559,283,541,104
514,443,293,677,189
506,322,247,308,248
393,114,509,131,470
406,141,479,167,497
375,216,263,549,181
375,186,323,160,365
588,273,170,213,97
737,542,307,638,352
750,312,145,426,138
457,308,175,547,258
437,147,307,142,409
301,131,432,5,403
371,214,280,56,363
556,256,12,513,216
306,116,210,28,358
338,132,296,133,437
510,245,170,485,270
471,205,539,32,486
677,294,164,481,187
302,143,580,105,545
322,155,455,102,349
388,217,199,387,191
400,190,1,447,329
417,160,412,53,437
340,224,148,348,132
524,267,202,513,263
268,126,126,392,92
262,119,120,449,142
312,67,449,134,470
573,236,241,438,144
609,452,284,6,215
440,229,564,83,526
289,76,403,47,360
575,302,299,514,280
352,244,187,388,96
356,132,389,164,172
530,251,112,509,126
295,134,475,249,483
534,185,147,426,187
683,306,216,458,276
411,177,53,431,110
523,412,257,617,300
405,251,258,544,305
450,352,215,474,272
490,108,56,211,176
312,100,487,131,354
323,107,490,105,437
437,142,491,151,492
631,280,519,145,507
692,436,354,678,400
524,231,226,186,246
391,193,396,141,426
373,135,353,113,350
316,141,32,294,79
343,218,147,495,308
432,213,488,82,434
276,138,1,336,180
467,384,124,477,193
334,94,309,139,239
402,347,229,10,23
265,97,433,260,438
297,190,342,267,229
289,66,483,229,422
464,217,524,63,505
301,108,570,17,440
335,250,228,217,311
364,84,169,3,190
574,306,62,481,173
294,85,400,82,393
401,225,198,529,259
551,264,430,166,501
335,158,206,494,240
301,159,449,314,522
466,245,257,528,259
311,134,357,137,502
686,276,232,452,254
286,125,1,437,233
487,204,178,509,117
515,308,56,385,60
298,219,351,161,203
424,224,212,569,338
339,109,256,119,208
805,317,225,533,247
772,339,328,568,354
293,126,198,395,227
273,73,484,66,381
602,253,141,483,207
733,462,294,178,199
359,141,42,105,271
373,177,565,138,437
379,190,82,459,169
602,385,319,598,342
425,185,407,119,500
630,254,192,477,81
447,206,166,393,306
505,152,213,463,62
376,160,127,289,38
322,139,442,160,430
344,79,464,176,430
299,143,541,165,444
353,94,293,13,339
365,264,237,458,260
754,404,223,527,124
312,70,418,3,442
312,105,42,222,260
334,119,451,58,391
502,287,200,465,250
624,299,335,538,201
381,171,454,223,396
570,370,280,552,327
386,134,529,166,283
285,39,262,60,424
272,116,530,2,404
626,254,204,403,260
308,86,413,150,395
370,208,340,149,464
363,93,490,123,438
413,160,567,185,543
328,121,321,31,286
581,254,584,207,436
517,313,243,558,200
310,139,466,222,462
469,417,309,687,328
662,538,268,565,341
514,282,419,256,504
428,153,431,162,543
