"FS","SS","FL1.LOG","FL2.LOG","FL4.LOG"
265,124,414,141,437
239,134,76,10,426
269,123,343,180,434
310,112,479,73,538
294,139,453,173,419
213,256,355,214,491
228,117,330,228,256
282,101,369,149,535
317,74,343,69,459
377,119,252,117,428
308,118,353,169,486
389,120,471,140,461
354,148,464,95,451
323,105,469,86,447
288,102,462,150,513
213,108,384,109,447
290,104,353,156,381
259,108,357,104,455
298,86,407,93,443
207,108,384,3,478
256,146,461,80,494
267,113,464,14,434
407,149,430,109,480
277,109,518,144,496
219,107,484,141,487
178,83,521,167,427
252,109,456,78,490
355,106,428,101,452
285,108,360,177,472
226,76,419,130,439
225,81,415,155,444
297,131,520,154,514
322,175,468,213,473
348,371,413,278,427
356,106,404,183,401
212,107,428,50,450
276,133,403,147,431
204,102,377,157,509
307,92,375,21,416
371,183,164,182,215
234,110,346,130,425
237,115,460,72,467
315,129,364,75,479
248,121,300,76,416
200,84,448,128,458
219,116,413,153,386
302,106,401,120,468
301,185,443,71,436
262,96,342,112,462
341,132,349,134,490
331,180,355,120,460
393,174,534,161,457
309,135,411,171,417
199,49,377,41,419
220,106,375,130,462
169,68,441,140,402
189,44,396,120,478
211,114,259,164,537
306,93,405,117,450
307,359,454,257,577
250,107,286,10,478
646,849,503,357,548
242,144,413,102,445
374,183,521,177,476
260,78,351,144,416
284,93,417,124,508
299,139,350,118,416
216,76,425,149,484
297,83,373,52,476
566,388,346,278,301
177,126,393,182,442
176,104,379,74,509
284,142,468,134,469
293,140,420,132,449
304,160,436,162,497
232,120,404,132,465
376,119,476,180,421
218,126,391,114,539
231,116,417,78,500
340,115,364,99,482
311,127,428,36,505
242,121,427,158,466
305,148,497,142,392
235,97,427,138,436
289,103,322,32,492
258,316,402,300,454
232,147,331,93,430
235,140,348,100,442
222,90,435,66,464
362,139,338,127,481
169,160,391,183,545
225,116,395,13,506
254,95,424,95,429
451,541,477,343,528
385,372,240,169,143
219,103,382,72,519
293,104,480,135,496
253,112,467,160,475
275,111,397,81,476
205,66,444,111,423
244,150,378,195,367
227,90,322,137,408
304,124,261,29,470
241,128,368,125,527
549,563,295,169,217
348,135,360,86,418
213,74,394,103,405
346,99,351,158,526
531,555,480,337,588
278,73,433,53,419
250,133,401,111,456
241,167,446,118,542
212,98,353,161,505
176,94,441,32,432
181,266,293,206,288
226,110,267,130,457
197,74,373,106,466
