"FS","SS","FL1.LOG","FL2.LOG","FL4.LOG"
742,156,106,424,92
451,144,523,389,698
804,198,94,493,226
454,124,172,535,444
634,127,161,350,252
506,134,132,405,339
454,132,145,479,321
366,289,429,258,650
488,171,91,629,360
518,131,173,432,389
890,241,184,514,401
590,136,73,369,290
532,148,649,142,762
486,215,397,541,696
578,203,162,138,257
581,127,184,453,330
331,60,25,605,328
478,91,476,446,774
736,272,265,606,522
423,164,195,410,379
486,304,209,184,258
567,115,132,415,399
419,142,508,302,734
596,94,128,418,212
462,77,339,551,194
558,157,155,427,231
326,67,546,191,687
868,231,249,482,444
828,648,175,233,166
574,96,158,385,326
333,78,100,82,116
548,135,129,399,220
515,136,147,439,301
512,101,542,101,681
475,136,67,379,232
476,104,84,125,199
463,177,335,611,617
488,183,144,386,362
448,118,380,98,723
578,256,146,474,298
805,265,197,426,363
522,127,121,364,133
455,102,370,273,755
355,72,528,352,705
488,94,592,217,694
485,150,125,405,196
438,293,146,186,227
489,106,458,129,804
606,143,157,379,315
548,193,280,494,524
585,235,193,412,347
525,104,576,133,647
557,135,106,384,230
467,153,671,294,817
706,146,149,408,318
459,126,629,219,776
684,287,165,433,281
466,107,194,416,343
456,113,621,192,748
723,138,88,390,286
415,131,108,57,237
530,148,136,461,412
297,95,138,352,236
416,128,581,489,740
376,91,446,156,713
542,123,90,124,98
465,75,589,296,818
534,99,416,321,800
435,67,565,39,710
451,89,382,38,723
528,120,122,429,285
554,140,142,419,297
408,90,510,160,699
376,94,467,103,746
421,173,42,131,209
436,93,532,87,749
824,268,222,486,416
362,89,570,183,714
576,256,132,532,363
307,47,247,486,430
609,227,165,433,329
366,87,582,165,772
754,215,180,473,363
571,131,184,560,514
536,104,103,455,253
514,136,89,376,154
427,71,73,278,89
390,96,471,120,677
412,57,564,211,695
451,95,551,322,795
599,166,74,475,294
428,384,240,203,284
315,74,403,229,564
412,111,29,59,187
409,74,549,136,720
337,49,542,14,700
787,235,222,525,442
411,102,424,239,734
310,65,450,102,747
426,113,517,462,867
424,86,553,358,622
616,200,632,322,743
439,101,646,240,709
452,96,529,165,698
609,166,149,425,325
463,196,125,636,369
873,438,184,518,432
459,104,404,156,685
521,89,607,80,732
519,117,650,119,734
356,120,139,408,331
394,84,340,105,748
501,172,104,461,225
477,410,268,210,396
451,128,598,173,684
