"FS","SS","FL1.LOG","FL2.LOG","FL4.LOG"
723,678,408,287,394
408,160,133,243,147
308,135,375,80,414
394,197,103,323,16
287,140,107,187,316
258,103,526,116,424
616,326,133,327,169
392,193,418,109,348
468,215,1,272,163
494,161,69,231,204
226,115,111,32,471
269,90,235,51,446
608,341,138,225,174
317,159,154,291,148
358,140,233,249,237
586,297,175,267,205
334,136,44,355,193
290,90,514,177,414
529,251,213,322,151
317,145,471,141,354
304,123,313,56,325
545,233,71,411,64
942,715,174,384,196
481,157,91,246,181
513,271,225,235,163
221,64,52,202,263
379,148,10,403,121
470,254,241,433,185
346,118,254,276,292
653,420,228,519,279
479,272,67,329,165
572,279,143,314,153
670,339,142,295,185
290,104,26,264,254
584,240,91,347,162
662,327,53,151,185
380,102,250,142,435
977,750,421,336,371
495,200,178,287,148
271,121,205,253,120
319,108,270,104,449
409,188,63,273,140
428,191,77,284,101
358,141,30,319,204
315,93,381,24,161
287,158,520,142,372
503,187,78,310,145
714,318,271,33,92
468,129,8,288,149
579,281,139,259,108
686,212,132,291,313
337,77,386,5,321
544,163,219,357,124
326,104,262,55,332
228,76,263,178,286
385,148,173,157,19
333,103,458,113,488
621,218,176,311,216
381,195,482,132,320
327,113,9,206,217
291,131,481,121,320
483,198,72,222,86
379,266,232,408,151
532,300,91,353,39
733,251,211,365,202
490,184,183,364,267
578,311,124,343,247
403,152,34,253,178
344,153,418,109,301
694,918,588,414,548
299,151,387,85,392
420,261,30,194,205
684,268,220,282,61
303,123,66,262,71
311,128,573,108,251
329,96,184,53,324
284,128,423,66,415
734,882,235,146,237
321,166,357,19,282
534,316,179,329,188
470,308,133,358,224
547,275,164,366,171
775,645,284,174,219
484,136,22,315,115
634,230,214,248,267
699,736,466,376,423
282,150,23,482,224
415,196,53,282,154
348,139,160,339,84
328,127,53,365,164
730,453,92,446,185
239,98,373,77,251
607,249,343,323,170
580,320,46,301,123
319,139,499,107,264
475,180,131,327,148
252,80,174,81,252
312,209,297,42,322
658,501,221,158,102
416,137,168,220,262
309,168,58,103,239
684,346,344,171,295
585,288,72,432,247
256,139,526,97,302
211,75,201,50,270
497,301,28,395,275
487,209,49,239,252
232,138,461,31,325
315,96,348,151,276
288,154,344,62,307
634,246,131,354,71
297,108,618,128,345
547,283,134,310,77
686,495,274,180,163
535,295,141,248,152
280,141,221,20,203
607,301,198,315,201
881,443,241,290,267
344,155,170,277,157
243,84,3,287,154
615,277,16,359,204
641,605,180,399,29
317,163,424,81,332
491,196,80,280,79
503,246,191,309,77
336,238,231,65,315
610,258,205,379,151
534,129,21,302,235
528,211,121,265,169
326,137,253,96,376
253,75,440,64,329
295,71,217,76,407
577,184,120,310,80
428,249,287,338,175
765,722,342,391,299
677,312,178,269,106
583,137,14,280,247
323,113,536,155,385
676,389,209,373,217
411,189,58,259,92
396,340,411,246,390
336,262,194,115,108
315,93,523,81,269
367,150,421,119,416
339,50,419,5,298
492,214,60,309,211
393,147,370,111,305
558,192,144,189,268
608,263,209,374,240
495,219,195,267,233
696,398,187,515,96
591,531,325,259,268
648,221,7,298,188
251,53,504,88,343
462,149,417,160,313
231,49,322,84,241
248,112,226,146,409
367,178,495,41,132
360,220,53,218,178
402,150,93,252,153
469,231,119,411,111
564,208,115,393,75
543,241,144,290,191
600,565,38,334,233
365,167,422,133,267
323,79,439,132,316
309,273,248,243,134
483,307,184,291,181
828,263,221,423,159
284,119,573,126,394
261,80,141,93,64
442,274,137,339,207
527,284,202,324,134
488,346,160,347,151
516,219,107,391,222
362,107,46,195,184
468,221,154,434,173
460,228,12,323,240
327,142,319,20,413
658,342,161,367,233
397,174,151,344,232
291,103,176,434,87
296,94,287,55,312
670,198,154,341,71
568,242,160,175,143
511,152,77,351,298
558,388,152,256,187
558,221,211,346,177
307,102,380,74,406
683,314,146,288,241
277,120,227,81,176
546,176,170,322,1
316,250,191,145,72
330,215,50,270,153
226,103,342,14,426
531,196,187,318,225
368,70,127,277,85
592,324,239,344,328
286,128,324,218,426
570,233,128,332,156
425,339,124,71,184
227,92,75,151,114
388,135,129,239,81
379,188,171,274,171
426,222,23,360,136
396,100,477,35,352
517,250,131,292,55
472,266,85,458,39
470,229,17,213,234
325,125,444,140,449
514,207,111,295,155
438,273,149,116,202
394,320,30,378,222
429,223,158,292,93
401,303,189,421,192
531,261,125,283,28
367,158,181,374,245
232,155,206,113,170
309,181,414,43,331
218,57,308,47,406
407,160,10,372,212
359,171,246,152,51
225,70,39,267,226
299,156,400,82,307
346,321,118,60,220
297,149,70,77,158
496,336,162,364,256
260,78,152,142,180
514,187,113,298,256
322,55,418,81,350
444,223,5,269,119
339,98,42,396,150
249,113,14,90,179
368,144,137,301,202
437,240,112,351,84
284,90,409,71,364
683,246,136,278,159
581,689,546,508,491
513,380,102,460,120
320,142,364,138,322
576,285,189,344,109
593,219,58,287,88
491,221,93,316,139
318,81,384,63,372
524,267,43,289,42
666,273,126,435,176
347,179,58,259,160
373,67,12,256,138
491,134,148,337,163
345,169,312,2,484
224,99,132,305,164
745,328,212,348,289
419,176,78,317,154
451,171,510,104,385
377,206,95,309,165
300,115,293,32,289
664,281,176,279,252
323,112,332,150,459
550,192,180,277,119
892,379,246,375,201
265,115,171,85,139
507,146,101,353,103
543,282,64,294,180
400,460,492,295,422
562,147,166,328,133
690,352,201,484,241
335,151,507,23,424
563,264,98,285,144
284,107,424,30,312
430,203,36,212,31
469,238,143,285,158
523,186,98,252,72
480,177,14,281,160
462,182,520,108,324
346,115,337,186,375
349,148,176,312,160
292,110,603,131,365
508,192,100,359,171
317,121,384,51,319
243,50,125,74,145
536,157,117,293,111
312,118,109,215,67
405,249,218,330,170
586,482,191,21,109
362,231,108,255,176
738,498,247,190,97
312,144,409,161,296
603,394,238,259,118
418,195,58,288,94
451,178,48,325,58
479,202,149,379,71
453,204,131,332,127
629,240,204,281,167
289,72,337,136,360
405,127,227,145,111
729,292,110,332,13
541,633,279,263,290
386,100,191,361,158
321,72,494,90,367
545,239,108,341,81
541,292,156,239,230
452,215,97,379,4
467,156,203,289,92
304,95,292,42,310
782,607,254,504,95
389,155,154,326,224
376,116,513,64,315
362,175,646,269,334
525,292,67,279,247
594,297,116,311,71
325,69,409,150,398
560,203,93,339,140
339,165,340,63,393
452,160,86,260,118
428,238,191,458,115
644,219,5,312,17
317,122,277,72,390
432,128,72,272,199
286,64,293,109,319
663,332,90,403,46
416,137,508,235,362
291,116,80,480,220
387,149,97,277,143
568,182,6,404,209
364,173,556,107,452
490,227,128,339,180
688,547,279,245,140
464,241,111,262,89
716,213,149,332,234
370,107,472,88,360
217,69,7,274,127
299,115,550,163,318
300,98,379,287,322
348,191,42,239,5
278,99,376,55,338
268,84,435,105,403
716,341,193,347,141
257,210,169,46,176
297,107,369,18,352
375,212,213,280,266
353,141,119,317,191
255,96,403,73,482
306,115,349,81,321
213,126,221,243,243
451,176,101,220,138
304,98,515,158,128
469,207,23,273,221
230,117,134,312,236
461,148,72,308,80
198,101,74,130,72
496,369,178,314,181
229,61,83,173,225
287,44,545,113,379
702,242,187,330,112
293,107,511,94,302
781,418,170,351,259
282,152,115,224,20
277,82,377,85,289
270,63,196,31,333
815,390,562,288,67
483,176,98,309,146
643,295,64,294,146
268,102,65,270,37
380,129,13,204,232
321,81,565,222,399
234,83,20,182,135
317,127,309,9,333
329,130,310,123,225
695,503,165,331,206
600,140,104,221,126
427,212,119,348,100
759,329,49,344,176
291,128,479,241,228
355,85,346,83,351
365,222,71,269,97
276,75,494,80,369
555,218,183,374,85
384,205,503,122,340
320,93,102,215,221
563,500,314,239,274
489,300,77,339,106
330,86,471,29,406
240,66,193,85,235
429,222,57,225,70
619,284,135,335,140
558,142,159,256,187
426,160,160,262,213
802,416,347,91,344
515,246,76,335,124
490,113,158,167,148
580,252,234,355,62
566,374,266,408,174
931,399,256,371,94
628,315,36,305,219
542,198,59,307,168
398,222,49,399,196
555,230,99,388,146
413,273,82,225,167
492,207,132,339,248
297,141,401,28,342
552,389,186,368,261
230,53,381,80,353
468,189,125,215,137
531,428,296,207,308
359,144,439,166,364
303,111,535,57,265
581,228,4,275,256
327,230,125,44,93
627,356,363,322,328
445,219,88,243,215
219,155,287,267,215
582,480,437,294,403
271,104,38,246,243
393,149,367,55,270
508,244,81,321,205
657,232,103,206,41
266,83,498,42,376
622,308,154,231,220
206,112,105,196,76
378,204,106,330,69
303,88,417,154,340
704,652,299,189,195
433,231,19,253,18
493,148,102,245,141
401,175,48,271,210
499,201,172,339,105
317,144,472,27,242
573,212,188,361,257
201,104,5,121,268
273,114,551,242,476
452,198,74,381,157
638,287,145,302,235
354,146,435,49,326
370,156,15,275,122
255,67,507,61,475
275,69,385,20,351
305,188,473,130,380
614,294,171,368,276
286,101,115,148,3
508,504,327,252,198
516,198,155,296,218
414,198,82,365,87
306,79,373,188,367
556,256,58,414,14
241,129,132,327,115
459,311,67,382,166
333,161,346,152,352
438,214,32,302,221
322,82,472,115,358
321,202,100,40,171
552,190,138,357,241
407,196,184,417,178
651,270,76,292,194
470,159,148,284,216
317,114,414,122,358
318,137,467,14,342
236,138,152,263,171
443,236,121,210,114
630,284,119,398,74
421,237,102,345,207
249,52,187,294,161
694,322,158,394,218
526,633,494,252,473
315,128,85,32,280
549,229,79,290,227
220,63,46,216,164
275,79,263,55,386
346,192,113,303,64
439,157,81,270,291
965,882,243,398,32
540,485,296,19,253
760,371,143,384,262
543,471,381,229,330
312,140,555,104,290
534,294,178,372,208
479,302,115,323,79
322,114,514,73,439
606,314,100,343,103
446,110,128,287,250
219,65,47,229,12
630,155,137,303,95
630,225,158,285,155
380,110,449,104,396
323,74,565,64,305
254,98,434,44,356
