"FS","SS","FL1.LOG","FL2.LOG","FL4.LOG"
285,219,272,233,251
246,141,288,63,475
261,128,323,145,389
636,189,115,157,134
234,62,328,167,177
320,219,364,195,494
314,180,423,130,476
284,143,361,49,445
156,181,313,229,234
369,217,416,157,467
248,101,446,181,401
312,215,298,142,390
161,218,314,179,256
302,312,400,270,437
304,136,158,129,169
185,118,244,204,188
247,316,385,287,304
353,204,287,93,456
370,223,454,100,532
307,452,476,272,539
265,115,473,91,471
303,385,405,270,338
367,192,246,132,407
366,178,321,143,415
321,183,379,213,218
952,797,372,314,380
254,113,269,86,473
184,125,343,148,447
402,440,419,316,371
362,150,265,169,407
410,214,302,88,465
404,106,340,33,407
217,46,273,134,136
333,152,322,34,493
184,102,324,143,330
249,110,424,102,433
322,137,568,151,459
225,58,321,137,138
245,278,313,235,302
328,115,224,89,438
421,165,412,99,566
341,94,455,38,506
267,478,401,301,460
266,95,434,147,470
203,83,349,134,534
735,672,132,143,124
400,316,371,296,307
289,198,261,67,242
308,145,242,65,418
384,576,429,339,383
351,187,250,43,513
204,123,355,166,455
273,247,446,167,503
352,219,496,66,468
205,275,360,244,291
496,324,318,173,490
750,602,271,194,215
175,202,359,172,473
214,155,454,211,495
259,373,372,281,457
235,145,148,145,114
173,175,226,165,168
292,127,314,150,374
451,341,166,192,139
226,159,304,98,440
360,230,366,120,379
280,392,440,201,480
316,135,446,185,532
230,143,281,175,227
222,107,315,65,486
210,126,373,108,429
176,138,445,126,511
234,143,369,272,314
335,198,438,32,484
404,259,344,167,483
273,120,474,131,518
470,216,216,170,536
189,140,339,170,438
227,117,327,158,44
358,88,547,113,465
350,162,242,126,367
475,244,444,157,457
235,195,475,95,476
159,201,308,136,217
300,201,396,68,490
323,133,533,56,504
235,56,87,111,77
169,229,360,242,274
394,235,363,171,479
343,178,259,102,466
374,200,340,65,327
400,320,310,185,178
208,127,285,57,419
437,326,424,119,539
251,112,352,111,421
327,139,260,78,441
340,128,330,111,429
849,548,253,234,236
315,187,334,13,525
341,287,17,67,62
333,167,518,71,487
209,59,270,149,100
294,128,339,123,392
369,118,449,96,468
276,73,112,134,137
319,131,413,144,418
416,169,326,124,439
540,194,234,138,188
439,208,238,98,337
420,202,274,42,351
355,145,169,537,190
274,83,434,120,477
333,122,341,102,443
317,178,463,133,400
261,140,215,86,395
179,188,250,206,187
578,483,408,284,258
298,123,560,105,463
243,252,282,187,290
356,175,341,163,446
309,129,383,110,481
386,335,479,197,619
519,362,377,249,228
362,237,270,151,457
255,212,296,235,172
223,133,414,139,487
390,149,376,144,414
356,176,262,94,430
307,170,363,46,482
343,142,352,129,493
290,203,368,102,454
360,201,354,105,515
379,450,439,249,276
329,142,343,128,436
236,165,354,88,298
340,158,451,74,501
415,155,286,90,435
612,447,283,223,265
559,355,332,173,190
296,171,289,106,459
356,171,260,142,450
301,164,445,81,456
458,196,273,88,384
296,252,345,94,472
350,291,256,151,474
364,238,119,148,127
274,199,289,178,449
267,90,527,134,529
456,336,133,122,155
179,122,145,65,70
319,136,324,91,523
279,168,457,153,469
418,136,290,8,502
365,189,235,99,443
349,148,513,129,519
195,107,441,148,413
241,155,525,1,516
462,681,474,364,401
516,669,261,169,172
369,234,351,140,486
352,198,176,112,492
336,202,403,139,452
527,737,411,180,238
245,173,384,143,394
827,484,449,238,226
360,171,363,48,501
215,139,308,122,445
437,218,425,170,421
540,351,327,160,147
420,218,143,559,234
276,142,222,87,406
275,151,518,108,421
676,636,410,255,277
428,146,429,68,451
516,733,317,227,211
373,286,318,156,395
352,196,345,153,424
265,171,288,192,224
369,188,325,149,491
633,352,338,229,233
258,149,354,144,375
297,167,338,50,466
240,127,415,153,395
261,147,344,107,431
402,208,296,555,141
305,107,381,85,443
357,175,278,84,425
295,210,447,146,468
232,401,269,174,122
385,272,290,27,462
367,631,468,309,504
575,360,242,208,230
235,143,389,71,478
703,411,393,224,250
366,111,618,152,507
209,218,338,219,271
272,115,533,67,429
494,315,137,78,179
390,206,344,107,558
338,195,472,174,467
618,436,380,235,267
559,416,278,255,301
412,229,169,131,611
409,179,368,92,430
288,170,208,3,424
259,130,333,177,426
182,116,304,111,404
151,196,295,172,387
353,203,389,153,419
316,139,463,119,479
277,98,329,131,456
239,162,372,188,442
361,148,377,98,487
270,102,174,128,57
335,206,85,41,535
334,166,292,138,444
523,680,274,195,205
188,103,406,5,498
372,120,347,72,442
254,73,362,125,83
370,165,444,3,552
284,182,550,109,500
318,171,329,23,537
237,119,280,123,361
372,165,428,61,288
907,733,247,193,177
194,55,131,170,114
487,162,349,187,438
325,186,411,155,418
226,60,323,193,210
321,148,262,63,439
194,104,462,156,483
